job_id,job_title,company,location,work_mode,experience_level,employment_type,industry,required_skills,preferred_skills,education,description
J024,Junior Backend Engineer,DevSphere Technologies,Chennai India,Hybrid,Fresher,Full-time,"Python;Django;Flask;SQL;REST API;Git;OOP;Docker","Build backend components and APIs using Python frameworks. Work with relational databases, write reusable code, test applications, and support deployment."
J025,ML Operations Engineer,ModelOps Technologies,Bengaluru India,Hybrid,Entry Level,Full-time,"Python;Machine Learning;Docker;Git;AWS;SQL;Linux;CI/CD","Support machine learning model deployment and monitoring. Work with Python, cloud platforms, containers, version control, and automated deployment pipelines."
J026,Junior Python Developer,CodeCraft Systems,Ahmedabad India,Remote,Fresher,Full-time,Software,"Python;OOP;SQL;Git;Data Structures;REST API","Flask;Django;PyTest;Docker","B.Tech/B.E. in Computer Science or IT","Develop Python-based applications, write reusable code, work with databases and APIs, fix bugs, and participate in software development activities."
J027,Junior Data Analyst,DataVision Pvt Ltd,Indore India,Hybrid,Fresher,Full-time,Analytics,"Python;SQL;Excel;Pandas;Data Cleaning;Statistics","Power BI;Tableau;Matplotlib","Bachelor's degree in Computer Science, Statistics, Mathematics, or Business","Prepare and clean datasets, perform SQL-based analysis, create reports, identify trends, and support business teams with data-driven insights."
J028,AI/ML Intern,InnovateAI Labs,Remote,Remote,Internship,Internship,Artificial Intelligence,"Python;Machine Learning;Pandas;NumPy;Scikit-learn;SQL","TensorFlow;NLP;Deep Learning;Git","B.Tech/B.E. students or recent graduates in Computer Science, AI, ML, or related fields","Assist with data preprocessing, machine learning experiments, model evaluation, and development of AI prototypes under the guidance of experienced engineers."
J029,Python API Developer,APIWorks India,Hyderabad India,Hybrid,Entry Level,Full-time,Software,"Python;FastAPI;REST API;SQL;Git;JSON;HTTP","Docker;AWS;PostgreSQL;PyTest","B.Tech/B.E. in Computer Science or IT","Develop and maintain RESTful APIs using Python. Work with HTTP requests, JSON data, SQL databases, automated testing, and API documentation."
J030,Data Visualization Analyst,VisualData Solutions,Bengaluru India,Hybrid,Fresher,Full-time,Analytics,"Python;Pandas;SQL;Matplotlib;Power BI;Data Visualization;Excel","Tableau;Plotly;Statistics","Bachelor's degree in Computer Science, Statistics, Mathematics, or related field","Transform raw datasets into meaningful visualizations and dashboards. Analyze trends, prepare reports, and communicate insights clearly to stakeholders."
J031,Financial Analyst,FinEdge Solutions,Mumbai India,Hybrid,Entry Level,Full-time,Finance,"Excel,Financial Modeling,Financial Analysis,Accounting,PowerPoint","Power BI,SQL,Python,Tableau","B.Com/BBA/Finance","Analyze financial data, prepare reports, build financial models, and support business decision making."
J032,Accountant,PrimeLedger Services,Ahmedabad India,On-site,Entry Level,Full-time,Accounting,"Accounting,Excel,Tally,Bookkeeping,GST,Financial Reporting","SAP,QuickBooks,Power BI","B.Com/M.Com","Maintain financial records, prepare accounts, manage invoices, and assist with tax and financial reporting."
J033,Investment Analyst,WealthBridge Capital,Mumbai India,Hybrid,Mid Level,Full-time,Investment Banking,"Financial Analysis,Valuation,Excel,Financial Modeling,Research","Python,SQL,Power BI,Bloomberg","MBA Finance/CFA/B.Com","Research investments, analyze financial statements, evaluate companies, and prepare investment reports."
J034,Marketing Executive,MarketWave Media,Bangalore India,Hybrid,Entry Level,Marketing,"Digital Marketing,SEO,Social Media,Content Marketing,Google Analytics","Canva,Google Ads,Email Marketing,WordPress","BBA/MBA Marketing","Plan marketing campaigns, manage social media, analyze campaign performance, and support brand growth."
J035,Digital Marketing Specialist,BrandBoost Agency,Delhi India,Remote,Mid Level,Full-time,Digital Marketing,"SEO,SEM,Google Ads,Social Media,Analytics,Content Marketing","HubSpot,Canva,WordPress,Meta Ads","BBA/MBA Marketing","Develop digital marketing campaigns, improve website traffic, manage advertisements, and analyze marketing metrics."
J036,Human Resources Executive,PeopleFirst HR,Pune India,On-site,Entry Level,Full-time,Human Resources,"Recruitment,Communication,Employee Relations,HR Policies,MS Excel","HRIS,Payroll,LinkedIn Recruiter,Analytics","BBA/MBA HR","Support recruitment, employee onboarding, HR documentation, and employee engagement activities."
J037,Talent Acquisition Specialist,TalentCore Solutions,Hyderabad India,Hybrid,Mid Level,Full-time,Human Resources,"Recruitment,Sourcing,Interviewing,Communication,LinkedIn Recruiter","ATS,HR Analytics,Employer Branding","MBA HR/PGDM HR","Source candidates, conduct interviews, coordinate hiring processes, and maintain recruitment pipelines."
J038,Sales Executive,SalesPro India,Surat India,On-site,Entry Level,Full-time,Sales,"Communication,Negotiation,Lead Generation,CRM,Sales","Salesforce,HubSpot,Excel,Digital Marketing","BBA/Any Graduate","Generate leads, communicate with customers, maintain CRM records, and achieve sales targets."
J039,Business Development Executive,GrowthPoint Technologies,Noida India,Hybrid,Entry Level,Full-time,Business Development,"Communication,Sales,Lead Generation,Negotiation,Market Research","CRM,Excel,PowerPoint,Digital Marketing","BBA/MBA/Any Graduate","Identify business opportunities, communicate with potential clients, and support customer acquisition."
J040,Business Analyst,InsightBridge Consulting,Gurgaon India,Hybrid,Mid Level,Full-time,Business Analytics,"Business Analysis,SQL,Excel,Data Analysis,Requirements Gathering","Power BI,Tableau,Python,JIRA","BBA/B.Tech/MBA","Analyze business requirements, prepare reports, work with stakeholders, and recommend process improvements."
J041,Operations Executive,OpsMatrix Services,Ahmedabad India,On-site,Entry Level,Full-time,Operations,"Operations Management,Excel,Communication,Problem Solving,Process Management","Power BI,ERP,SQL","BBA/B.Com/Any Graduate","Manage daily operations, maintain records, coordinate teams, and improve business processes."
J042,Supply Chain Analyst,SupplyLink India,Mumbai India,Hybrid,Entry Level,Full-time,Supply Chain,"Supply Chain Management,Excel,Inventory Management,Data Analysis,Logistics","SAP,Power BI,SQL,Python","B.Tech/BBA/Supply Chain Management","Analyze inventory, logistics, procurement data, and improve supply chain efficiency."
J043,Procurement Executive,ProcureWise Solutions,Pune India,On-site,Entry Level,Full-time,Procurement,"Procurement,Vendor Management,Negotiation,Excel,Purchasing","SAP,ERP,Power BI","B.Com/BBA/Any Graduate","Manage vendors, purchase orders, quotations, and procurement documentation."
J044,Healthcare Data Analyst,HealthInsight Labs,Bangalore India,Hybrid,Mid Level,Full-time,Healthcare,"SQL,Excel,Data Analysis,Healthcare Analytics,Statistics","Python,Power BI,Tableau","B.Sc/B.Tech/M.Sc/Data Analytics","Analyze healthcare data, create reports, identify trends, and support healthcare decision making."
J045,Clinical Research Associate,MedResearch Solutions,Hyderabad India,On-site,Entry Level,Full-time,Clinical Research,"Clinical Research,Documentation,Medical Terminology,Data Management,GCP","Excel,SPSS,Clinical Trial Management","B.Pharm/M.Pharm/Life Sciences","Support clinical studies, maintain trial documentation, monitor research data, and follow clinical research guidelines."
J046,Pharmacist,WellCare Pharma,Ahmedabad India,On-site,Entry Level,Full-time,Pharmaceuticals,"Pharmacy,Pharmacology,Drug Safety,Prescription Management,Communication","Inventory Management,Medical Software,Excel","B.Pharm/M.Pharm","Dispense medicines, maintain pharmacy records, support patients, and manage pharmaceutical inventory."
J047,Biotechnology Research Assistant,BioNova Research,Pune India,On-site,Entry Level,Full-time,Biotechnology,"Biotechnology,Laboratory Techniques,Research,Cell Biology,Data Analysis","PCR,Python,R,Statistics","B.Sc/M.Sc Biotechnology","Assist laboratory research, maintain experimental records, analyze results, and support biotechnology experiments."
J048,Mechanical Design Engineer,MechWorks Engineering,Ahmedabad India,On-site,Entry Level,Full-time,Mechanical Engineering,"AutoCAD,SolidWorks,CAD,Mechanical Design,Engineering Drawing","ANSYS,Creo,GD&T","B.E/B.Tech Mechanical Engineering","Design mechanical components, prepare engineering drawings, and support product development."
J049,Production Engineer,IndustrialCore Pvt Ltd,Rajkot India,On-site,Entry Level,Full-time,Manufacturing,"Production Planning,Manufacturing,Quality Control,Lean Manufacturing,Excel","AutoCAD,SAP,Six Sigma","B.E/B.Tech Mechanical/Production Engineering","Monitor manufacturing processes, improve production efficiency, and maintain production quality."
J050,Electrical Design Engineer,PowerGrid Engineering,Vadodara India,On-site,Entry Level,Full-time,Electrical Engineering,"Electrical Design,AutoCAD,Electrical Circuits,Power Systems,Engineering Drawing","ETAP,MATLAB,PLC,SCADA","B.E/B.Tech Electrical Engineering","Design electrical systems, prepare drawings, perform calculations, and support electrical projects."
J051,Embedded Systems Engineer,EmbedTech Solutions,Bangalore India,Hybrid,Entry Level,Full-time,Embedded Systems,"C,C++,Microcontrollers,Embedded Systems,UART,SPI,I2C","RTOS,Arduino,STM32,PCB Design","B.E/B.Tech Electronics/ECE","Develop embedded software, work with microcontrollers, debug hardware interfaces, and test embedded systems."
J052,Civil Site Engineer,BuildRight Infrastructure,Ahmedabad India,On-site,Entry Level,Full-time,Civil Engineering,"AutoCAD,Construction,Site Management,Quantity Estimation,Surveying","STAAD Pro,Primavera,MS Project","B.E/B.Tech Civil Engineering","Supervise construction activities, check site progress, prepare reports, and coordinate with contractors."
J053,Structural Engineer,Structura Consultants,Mumbai India,Hybrid,Mid Level,Full-time,Structural Engineering,"Structural Analysis,AutoCAD,STAAD Pro,Reinforced Concrete,Steel Structures","ETABS,SAFE,Revit","B.E/B.Tech Civil Engineering/M.Tech","Analyze and design structures, prepare engineering drawings, and ensure structural safety."
J054,Architect,DesignSpace Studio,Ahmedabad India,Hybrid,Entry Level,Full-time,Architecture,"AutoCAD,Revit,Architectural Design,SketchUp,3D Modeling","Lumion,3ds Max,Photoshop","B.Arch","Create architectural designs, prepare drawings, develop 3D models, and support building projects."
J055,UI UX Designer,CreativePixel Studio,Bangalore India,Remote,Entry Level,Full-time,Design,"Figma,UI Design,UX Design,Wireframing,Prototyping,User Research","Adobe XD,Photoshop,Illustrator,HTML,CSS","B.Des/BFA/Any Design Degree","Design user interfaces, create prototypes, conduct user research, and improve user experience."
J056,Graphic Designer,VisualCraft Agency,Delhi India,Remote,Entry Level,Full-time,Graphic Design,"Photoshop,Illustrator,Graphic Design,Typography,Branding","Canva,InDesign,Figma,After Effects","B.Des/BFA/Any Graduate","Create visual designs, marketing materials, social media graphics, and branding assets."
J057,Content Writer,ContentSphere Media,Remote India,Remote,Entry Level,Full-time,Media and Content,"Content Writing,English,Research,Editing,SEO,Communication","WordPress,Grammarly,Google Analytics,Canva","Any Graduate/BA English","Write and edit articles, website content, blogs, and marketing materials while following SEO guidelines."
J058,Teacher,LearnBridge Academy,Ahmedabad India,On-site,Entry Level,Full-time,Education,"Teaching,Communication,Lesson Planning,Classroom Management,Subject Knowledge","Google Classroom,MS Office,Digital Learning Tools","B.Ed/Relevant Degree","Prepare lessons, teach students, evaluate performance, and create an engaging learning environment."
J059,Environmental Engineer,GreenEarth Consultants,Surat India,On-site,Entry Level,Full-time,Environmental Engineering,"Environmental Engineering,Waste Management,Water Treatment,Environmental Impact Assessment,AutoCAD","GIS,Python,Excel,ArcGIS","B.E/B.Tech Environmental Engineering/Civil Engineering","Support environmental projects, analyze environmental data, and develop solutions for waste and water management."
J060,Logistics Coordinator,LogiTrack India,Mumbai India,On-site,Entry Level,Full-time,Logistics,"Logistics,Inventory Management,Transportation,Excel,Communication,Coordination","SAP,ERP,Power BI,SQL","BBA/B.Com/Any Graduate","Coordinate shipments, track inventory, communicate with transport partners, and maintain logistics records."
J061,Data Engineer,DataSphere Technologies,Hyderabad India,Hybrid,Mid Level,Full-time,Data Engineering,"Python,SQL,ETL,Data Warehousing,Apache Spark,Data Pipelines","AWS,Azure,Airflow,Databricks,Kafka","B.Tech/B.E Computer Science/IT","Build and maintain data pipelines, process large datasets, and support data warehouse systems."
J062,Cloud Engineer,CloudNova Systems,Bangalore India,Hybrid,Entry Level,Full-time,Cloud Computing,"AWS,Cloud Computing,Linux,Networking,Virtualization","Azure,Docker,Kubernetes,Terraform,Python","B.Tech/B.E Computer Science/IT","Deploy and maintain cloud infrastructure, monitor services, and support cloud-based applications."
J063,Cybersecurity Analyst,SecureNet Technologies,Pune India,On-site,Entry Level,Full-time,Cybersecurity,"Cybersecurity,Network Security,Linux,Threat Detection,Security Monitoring","SIEM,Wireshark,Python,Ethical Hacking,Incident Response","B.Tech/B.E Computer Science/IT/Cybersecurity","Monitor security systems, identify threats, investigate incidents, and support cybersecurity operations."
J064,Network Engineer,NetCore Solutions,Chennai India,On-site,Mid Level,Full-time,Networking,"Networking,TCP/IP,Routing,Switching,Linux,Network Troubleshooting","Cisco,CCNA,Firewall,VPN,Wireshark","B.Tech/B.E Computer Science/IT/ECE","Configure and maintain networks, troubleshoot connectivity issues, and monitor network performance."
J065,DevOps Engineer,DeployTech Labs,Bangalore India,Remote,Mid Level,Full-time,DevOps,"Linux,Docker,CI/CD,Git,Cloud Computing,Automation","Kubernetes,Jenkins,AWS,Terraform,Ansible","B.Tech/B.E Computer Science/IT","Automate deployment pipelines, manage infrastructure, and improve software delivery processes."
J066,QA Engineer,QualityFirst Technologies,Noida India,Hybrid,Entry Level,Full-time,Software Testing,"Manual Testing,Test Cases,Software Testing,Bug Tracking,SDLC","Selenium,Java,Python,API Testing,JIRA","B.Tech/B.E Computer Science/IT","Create test cases, identify software defects, perform functional testing, and ensure product quality."
J067,Automation Test Engineer,TestPro Systems,Hyderabad India,Hybrid,Mid Level,Full-time,Software Testing,"Selenium,Automation Testing,Python,Java,Test Frameworks,API Testing","Jenkins,Postman,Cypress,Playwright,SQL","B.Tech/B.E Computer Science/IT","Develop automated tests, maintain testing frameworks, and validate software applications."
J068,Database Administrator,DBSecure Technologies,Mumbai India,On-site,Mid Level,Full-time,Database Management,"SQL,Database Administration,MySQL,Backup and Recovery,Database Security","Oracle,PostgreSQL,SQL Server,AWS,Performance Tuning","B.Tech/B.E Computer Science/IT","Manage databases, perform backups, monitor performance, and maintain database security."
J069,Technical Support Engineer,TechAssist Services,Pune India,On-site,Entry Level,Full-time,IT Support,"Troubleshooting,Windows,Linux,Networking,Customer Support,Hardware","Active Directory,Ticketing Tools,PowerShell,Remote Support","B.Tech/B.E/BCA/B.Sc IT","Resolve technical issues, provide user support, troubleshoot systems, and maintain IT service records."
J070,System Administrator,SysCore Technologies,Delhi India,On-site,Mid Level,Full-time,System Administration,"Windows Server,Linux,Networking,System Administration,Backup,Security","PowerShell,Active Directory,VMware,AWS,Azure","B.Tech/B.E/BCA/IT","Maintain servers, manage user accounts, monitor systems, and ensure reliable IT infrastructure."
J071,Product Manager,ProductHub Technologies,Bangalore India,Hybrid,Mid Level,Full-time,Product Management,"Product Management,Market Research,Product Strategy,Communication,Agile","JIRA,SQL,Analytics,Figma,Product Analytics","MBA/B.Tech/BBA","Define product strategies, gather customer requirements, coordinate teams, and manage product development."
J072,Project Coordinator,ProjectWorks Consulting,Ahmedabad India,Hybrid,Entry Level,Full-time,Project Management,"Project Coordination,Communication,Documentation,MS Excel,Time Management","JIRA,MS Project,Agile,PowerPoint,Notion","BBA/B.Tech/Any Graduate","Coordinate project activities, maintain documentation, track deadlines, and communicate with project teams."
J073,Management Consultant,StrategyEdge Consulting,Mumbai India,Hybrid,Mid Level,Full-time,Consulting,"Business Strategy,Problem Solving,Market Research,Data Analysis,Presentation","Excel,Power BI,SQL,PowerPoint,Financial Modeling","MBA/B.Tech/BBA","Analyze business problems, develop strategies, conduct research, and present recommendations to clients."
J074,Research Analyst,InsightResearch Group,Delhi India,Hybrid,Entry Level,Full-time,Research,"Research,Data Analysis,Report Writing,Statistics,Market Research","Excel,SPSS,Python,SQL,Power BI","Bachelor's/Master's Degree","Collect and analyze research data, prepare reports, identify trends, and support research projects."
J075,Market Research Analyst,MarketIntel Services,Mumbai India,Hybrid,Entry Level,Full-time,Market Research,"Market Research,Data Analysis,Consumer Behavior,Survey Design,Excel","SPSS,Power BI,Google Analytics,SQL,Tableau","BBA/MBA/Statistics","Conduct market research, analyze customer data, and prepare insights for business decisions."
J076,Public Relations Executive,MediaConnect Agency,Delhi India,Hybrid,Entry Level,Full-time,Public Relations,"Public Relations,Communication,Media Relations,Writing,Event Management","Social Media,Canva,Press Release Writing,Content Marketing","BA/BBA/Mass Communication","Manage media communication, prepare press releases, coordinate events, and support brand reputation."
J077,Journalist,NewsPoint Media,Mumbai India,On-site,Entry Level,Full-time,Journalism,"Journalism,News Writing,Research,Interviewing,Editing,Communication","Digital Journalism,Video Editing,SEO,Social Media","BA Journalism/Mass Communication","Research news stories, conduct interviews, write articles, and verify information."
J078,Video Editor,CreativeFrame Studios,Mumbai India,Remote,Entry Level,Full-time,Media Production,"Video Editing,Adobe Premiere Pro,Storytelling,Audio Editing,Visual Effects","After Effects,DaVinci Resolve,Photoshop,Motion Graphics","Any Graduate/Diploma in Multimedia","Edit videos, synchronize audio, create visual effects, and produce engaging digital content."
J079,Photographer,VisualStory Productions,Delhi India,Freelance,Entry Level,Contract,Photography,"Photography,Camera Operation,Lighting,Photo Editing,Composition","Photoshop,Lightroom,Studio Lighting,Video Editing","Diploma/Degree in Photography/Fine Arts","Capture and edit photographs for events, products, campaigns, and digital media."
J080,Animator,MotionArts Studio,Bangalore India,Hybrid,Entry Level,Full-time,Animation,"2D Animation,3D Animation,Storyboarding,Character Design,Animation Principles","Blender,Maya,After Effects,Illustrator,Unity","B.Des/BFA/Animation Diploma","Create animations, develop storyboards, design characters, and produce visual content."
J081,Interior Designer,HomeDesign Studio,Ahmedabad India,On-site,Entry Level,Full-time,Interior Design,"Interior Design,Space Planning,AutoCAD,SketchUp,Material Selection","3ds Max,V-Ray,Revit,Photoshop","B.Des/Interior Design Diploma","Develop interior concepts, prepare layouts, select materials, and create 3D visualizations."
J082,Fashion Designer,StyleCraft Fashion,Mumbai India,On-site,Entry Level,Full-time,Fashion Design,"Fashion Design,Textile Knowledge,Sketching,Pattern Making,Trend Research","Adobe Illustrator,Photoshop,CAD,Sewing","B.Des Fashion Design/Diploma","Create fashion concepts, develop designs, research trends, and prepare garment specifications."
J083,Merchandiser,FashionRetail India,Delhi India,Hybrid,Entry Level,Full-time,Fashion Retail,"Merchandising,Market Research,Inventory Management,Trend Analysis,Excel","Retail Analytics,Power BI,ERP,Visual Merchandising","BBA/Fashion Management","Plan product assortments, analyze sales trends, manage inventory, and support retail strategies."
J084,Hotel Operations Executive,HospitalityPlus Hotels,Goa India,On-site,Entry Level,Full-time,Hospitality,"Customer Service,Hotel Operations,Communication,Reservation Management,Problem Solving","Opera PMS,Excel,Event Management,CRM","Hotel Management/BHM","Coordinate hotel operations, assist guests, manage reservations, and maintain service standards."
J085,Event Coordinator,EventSphere Management,Ahmedabad India,On-site,Entry Level,Full-time,Event Management,"Event Planning,Communication,Budget Management,Vendor Coordination,Organization","Excel,Canva,Social Media,Project Management","BBA/Event Management/Any Graduate","Plan and coordinate events, manage vendors, track budgets, and handle event logistics."
J086,Travel Consultant,TravelWorld Services,Mumbai India,On-site,Entry Level,Full-time,Travel and Tourism,"Travel Planning,Customer Service,Communication,Booking Systems,Destination Knowledge","Amadeus,CRM,Excel,Digital Marketing","Bachelor's/Diploma in Travel and Tourism","Plan travel itineraries, assist customers with bookings, and provide destination recommendations."
J087,Airline Customer Service Executive,AirConnect Services,Delhi India,On-site,Entry Level,Full-time,Aviation,"Customer Service,Communication,Ticketing,Problem Solving,Airport Operations","Amadeus,Galileo,Reservation Systems,MS Office","Any Graduate/Aviation Diploma","Assist passengers, handle reservations, resolve customer issues, and support airport operations."
J088,Legal Associate,LexBridge Law Firm,Ahmedabad India,On-site,Entry Level,Full-time,Legal Services,"Legal Research,Contract Drafting,Legal Documentation,Communication,Case Analysis","Legal Databases,MS Word,Compliance,Negotiation","LLB/LLM","Conduct legal research, prepare documents, assist with contracts, and support legal cases."
J089,Compliance Analyst,ReguLaw Consulting,Mumbai India,Hybrid,Mid Level,Full-time,Compliance,"Compliance,Regulatory Research,Risk Assessment,Documentation,Excel","SQL,Power BI,Audit,AML,KYC","LLB/B.Com/MBA/Any Relevant Degree","Monitor regulatory requirements, assess compliance risks, maintain records, and support compliance reporting."
J090,Insurance Analyst,InsurePro Services,Pune India,Hybrid,Entry Level,Full-time,Insurance,"Insurance,Data Analysis,Excel,Risk Assessment,Customer Service","SQL,Power BI,Python,Actuarial Analysis","B.Com/BBA/Statistics","Analyze insurance data, assess risks, prepare reports, and support insurance operations."
J091,Actuarial Analyst,Actuaria Consulting,Mumbai India,Hybrid,Entry Level,Full-time,Actuarial Science,"Statistics,Probability,Mathematics,Excel,Data Analysis,Risk Management","R,Python,SQL,Power BI,Actuarial Software","B.Sc Mathematics/Statistics/Actuarial Science","Analyze financial risks, perform statistical calculations, and support actuarial models and reports."
J092,Economist,Economic Insights Institute,Delhi India,Hybrid,Mid Level,Full-time,Economics,"Economics,Statistics,Data Analysis,Research,Econometrics","R,Python,SQL,Stata,Excel","M.A Economics/M.Sc Economics","Analyze economic data, conduct research, develop forecasts, and prepare economic reports."
J093,Statistician,StatLab Analytics,Pune India,Hybrid,Entry Level,Full-time,Statistics,"Statistics,Probability,Data Analysis,Statistical Modeling,Research","R,Python,SQL,SAS,SPSS","M.Sc Statistics/B.Sc Statistics","Analyze datasets, develop statistical models, interpret results, and prepare research reports."
J094,Food Technologist,FoodTech Industries,Anand India,On-site,Entry Level,Full-time,Food Technology,"Food Processing,Quality Control,Food Safety,Microbiology,Product Development","HACCP,ISO 22000,Excel,Food Testing","B.Tech/M.Tech Food Technology","Develop and test food products, monitor quality, and ensure food safety standards."
J095,Agricultural Officer,AgriGrowth Services,Ahmedabad India,On-site,Entry Level,Full-time,Agriculture,"Agriculture,Crop Management,Soil Science,Pest Management,Communication","GIS,Remote Sensing,Data Analysis,Excel","B.Sc Agriculture/M.Sc Agriculture","Advise farmers, monitor crop conditions, analyze agricultural practices, and support agricultural programs."
J096,Geologist,EarthCore Consultants,Jaipur India,On-site,Entry Level,Full-time,Geology,"Geology,Field Surveying,Geological Mapping,Data Analysis,Rock Analysis","GIS,AutoCAD,Remote Sensing,ArcGIS","B.Sc/M.Sc Geology","Conduct geological surveys, analyze samples, prepare geological maps, and support field investigations."
